"Name","Position","Team","Air Yards","Targets","Expected Catches","Actual Catches","Average Depth of Target","Expected Catch Rate","Catch Rate","Expected rec Yds","Actual Rec Yds","Expected Rec TD","Actual Rec TDs","Actual PPR Points","Expected PPR Points","PPR Points +/-","Actual Half PPR Points","Expected Half PPR Points","Half PPR Points +/-","Yards after the Catch","YAC Per Catch","Actual DK","Expected DK","DK +/-","Actual FD","Expected FD","FD +/-","Expected Rush Yards","Expected Rush TD","Actual Rush F Points","Expected Rush F Points","Touches","Carries","Rush Yds","Rush TD"
"Sammy Watkins","WR","BAL","630","48","29.69","27","13.13","61.85%","0.56","442.21","394","2.27","1","72.40","87.53","-15.10","58.90","72.69","-13.80","99","3.67","72.40","87.53","-15.10","58.90","72.69","-13.80","0.00","0.00","0.00","0.00","48","0","0","0"
"Nick Westbrook-Ikhine","WR","TEN","533","52","32.88","34","10.25","63.23%","0.65","439.24","398","2.68","3","91.80","92.88","-1.10","74.80","76.44","-1.60","122","3.59","91.80","92.88","-1.10","74.80","76.44","-1.60","0.00","0.00","0.00","0.00","52","0","0","0"
"Byron Pringle","WR","KC","574","52","32.36","37","11.04","62.22%","0.71","438.80","512","2.02","5","118.20","88.34","29.90","99.70","72.16","27.50","169","4.57","118.20","88.34","29.90","99.70","72.16","27.50","0.00","0.00","0.00","0.00","52","0","0","0"
"Josh Reynolds","WR","DET","634","46","27.21","28","13.78","59.15%","0.61","437.09","385","2.34","2","78.50","84.99","-6.50","64.50","71.38","-6.90","119","4.25","78.50","84.99","-6.50","64.50","71.38","-6.90","0.00","0.00","0.00","0.00","46","0","0","0"
"Calvin Ridley","WR","ATL","521","52","33.75","31","10.02","64.90%","0.60","434.86","281","2.79","2","71.10","93.99","-22.90","55.60","77.12","-21.50","91","2.94","71.10","93.99","-22.90","55.60","77.12","-21.50","0.00","0.00","0.00","0.00","52","0","0","0"
"D'Andre Swift","RB","DET","2","73","58.55","58","0.03","80.21%","0.80","433.73","434","1.32","2","113.40","109.86","3.50","84.40","80.58","3.80","474","8.17","196.10","198.19","-2.10","167.10","168.91","-1.80","643.69","3.99","82.70","88.33","217","144","587","4"
"Jalen Reagor","WR","PHI","533","54","34.34","31","9.87","63.60%","0.57","430.27","280","2.72","2","71.00","93.67","-22.70","55.50","76.49","-21.00","144","4.65","73.20","96.97","-23.80","57.70","79.79","-22.10","31.91","0.02","2.20","3.30","61","7","22","0"
"Rashard Higgins","WR","CLE","540","47","29.53","24","11.49","62.83%","0.51","430.04","275","1.95","1","57.50","84.21","-26.70","45.50","69.45","-23.90","47","1.96","57.50","84.21","-26.70","45.50","69.45","-23.90","0.00","0.00","0.00","0.00","47","0","0","0"
"Laquon Treadwell","WR","JAX","554","46","28.54","30","12.04","62.03%","0.65","428.77","410","1.77","0","71.00","82.02","-11.00","56.00","67.75","-11.80","117","3.90","71.00","82.02","-11.00","56.00","67.75","-11.80","0.00","0.00","0.00","0.00","46","0","0","0"
"Allen Lazard","WR","GB","601","54","30.49","35","11.13","56.46%","0.65","426.34","438","4.86","6","114.80","102.31","12.50","97.30","87.06","10.20","141","4.03","118.00","103.73","14.30","100.50","88.48","12.00","13.48","0.01","3.20","1.42","57","3","32","0"
"Austin Hooper","TE","CLE","328","61","43.23","38","5.38","70.87%","0.62","423.44","345","2.86","3","90.50","102.71","-12.20","71.50","81.09","-9.60","185","4.87","90.50","102.71","-12.20","71.50","81.09","-9.60","0.00","0.00","0.00","0.00","61","0","0","0"
"Sterling Shepard","WR","NYG","404","53","36.39","36","7.62","68.67%","0.68","421.97","366","1.77","1","78.60","89.22","-10.60","60.60","71.02","-10.40","111","3.08","77.70","89.67","-12.00","59.70","71.47","-11.80","4.52","0.00","-0.90","0.45","54","1","-9","0"
"C.J. Uzomah","TE","CIN","274","63","45.66","49","4.35","72.48%","0.78","415.34","493","1.80","5","128.30","98.00","30.30","103.80","75.17","28.60","300","6.12","128.30","98.00","30.30","103.80","75.17","28.60","0.00","0.00","0.00","0.00","63","0","0","0"
"Ray-Ray McCloud III","WR","PIT","314","57","40.82","35","5.51","71.61%","0.61","413.75","252","2.18","0","60.20","95.26","-35.10","42.70","74.85","-32.20","102","2.91","61.70","96.31","-34.60","44.20","75.91","-31.70","8.55","0.03","1.50","1.05","59","2","15","0"
"Gerald Everett","TE","SEA","296","60","42.16","47","4.93","70.27%","0.78","411.46","458","3.09","4","116.80","101.85","15.00","93.30","80.77","12.50","237","5.04","118.80","103.23","15.60","95.30","82.15","13.10","13.49","0.01","2.00","1.39","63","3","20","0"
"Rondale Moore","WR","ARI","92","64","50.72","54","1.44","79.25%","0.84","410.64","435","1.59","1","103.50","101.34","2.20","76.50","75.98","0.50","438","8.11","111.10","111.96","-0.90","84.10","86.60","-2.50","71.82","0.57","7.60","10.62","82","18","76","0"
"Gabriel Davis","WR","BUF","624","49","27.04","32","12.73","55.18%","0.65","410.47","510","5.40","6","119.00","100.46","18.50","103.00","86.94","16.10","123","3.84","119.00","100.46","18.50","103.00","86.94","16.10","0.00","0.00","0.00","0.00","49","0","0","0"
"Olamide Zaccheaus","WR","ATL","438","50","33.41","28","8.76","66.82%","0.56","409.03","359","2.80","3","81.90","91.13","-9.20","67.90","74.42","-6.50","88","3.14","82.10","91.47","-9.40","68.10","74.76","-6.70","3.44","0.00","0.20","0.34","51","1","2","0"
"Dan Arnold","TE","JAX","340","52","36.05","35","6.54","69.33%","0.67","393.71","408","1.20","0","75.80","82.64","-6.80","58.30","64.62","-6.30","188","5.37","75.80","82.64","-6.80","58.30","64.62","-6.30","0.00","0.00","0.00","0.00","52","0","0","0"
"David Njoku","TE","CLE","423","51","32.87","34","8.29","64.45%","0.67","392.71","464","3.74","4","104.40","94.61","9.80","87.40","78.17","9.20","245","7.21","104.50","95.14","9.40","87.50","78.70","8.80","4.96","0.01","0.10","0.53","52","1","1","0"
"Tyler Johnson","WR","TB","405","48","31.61","31","8.44","65.86%","0.65","387.56","338","2.01","0","64.80","82.44","-17.60","49.30","66.63","-17.30","129","4.16","64.80","82.44","-17.60","49.30","66.63","-17.30","0.00","0.00","0.00","0.00","48","0","0","0"
"Cameron Brate","TE","TB","423","54","34.34","28","7.83","63.59%","0.52","384.74","233","4.85","4","75.30","101.89","-26.60","61.30","84.72","-23.40","76","2.71","75.30","101.89","-26.60","61.30","84.72","-23.40","0.00","0.00","0.00","0.00","54","0","0","0"
"Alvin Kamara","RB","NO","89","65","50.59","45","1.37","77.83%","0.69","384.12","423","2.48","5","117.30","103.91","13.40","94.80","78.61","16.20","409","9.09","216.50","230.85","-14.30","194.00","205.55","-11.50","919.27","5.83","99.20","126.94","275","210","752","4"
"DeSean Jackson","WR","LV","647","34","18.89","20","19.03","55.55%","0.59","382.12","454","0.95","2","77.40","62.82","14.60","67.40","53.38","14.00","175","8.75","77.80","63.24","14.60","67.80","53.79","14.00","4.14","0.00","0.40","0.41","35","1","4","0"
"DeAndre Carter","WR","WAS","489","43","26.58","24","11.37","61.81%","0.56","377.95","296","1.81","3","71.60","75.25","-3.70","59.60","61.96","-2.40","78","3.25","79.40","79.53","-0.10","67.40","66.24","1.20","39.54","0.05","7.80","4.28","52","9","78","0"
"Henry Ruggs III","WR","LV","608","36","21.46","24","16.89","59.62%","0.67","377.90","469","0.89","2","82.90","64.60","18.30","70.90","53.87","17.00","109","4.54","84.50","66.57","17.90","72.50","55.83","16.70","12.46","0.12","1.60","1.97","39","3","16","0"
"Aaron Jones","RB","GB","56","65","50.73","52","0.86","78.05%","0.80","369.89","391","2.89","6","127.10","105.05","22.00","101.10","79.68","21.40","412","7.92","231.00","209.25","21.80","205.00","183.88","21.10","730.01","5.20","103.90","104.20","236","171","799","4"
"Josh Jacobs","RB","LV","-25","62","50.71","52","-0.40","81.79%","0.84","365.73","336","0.83","0","85.60","92.28","-6.70","59.60","66.92","-7.30","381","7.33","213.60","207.36","6.20","187.60","182.01","5.60","813.01","5.63","128.00","115.09","253","191","740","9"
"James Washington","WR","PIT","514","44","26.48","24","11.68","60.17%","0.55","364.97","285","2.83","2","64.50","79.93","-15.40","52.50","66.69","-14.20","79","3.29","65.80","80.86","-15.10","53.80","67.62","-13.80","8.09","0.02","1.30","0.93","46","2","13","0"
"Ty Johnson","RB","NYJ","120","54","41.90","34","2.22","77.58%","0.63","354.91","372","0.41","2","83.20","79.83","3.40","66.20","58.88","7.30","334","9.82","119.10","124.15","-5.10","102.10","103.21","-1.10","250.84","3.21","35.90","44.33","114","60","239","2"
"Ezekiel Elliott","RB","DAL","29","62","49.13","46","0.47","79.23%","0.74","347.46","270","2.89","2","85.00","101.22","-16.20","62.00","76.66","-14.70","277","6.02","236.50","240.19","-3.70","213.50","215.63","-2.10","938.09","7.53","151.50","138.97","281","219","915","10"
"Nyheim Hines","RB","IND","99","54","42.35","38","1.83","78.43%","0.70","347.29","281","0.84","1","72.10","82.13","-10.00","53.10","60.95","-7.80","266","7.00","111.70","112.03","-0.30","92.70","90.85","1.80","258.51","0.67","39.60","29.90","110","56","276","2"
"Tre'Quan Smith","WR","NO","424","43","26.90","27","9.86","62.55%","0.63","343.82","301","2.72","2","69.10","77.61","-8.50","55.60","64.16","-8.60","77","2.85","69.10","77.61","-8.50","55.60","64.16","-8.60","0.00","0.00","0.00","0.00","43","0","0","0"
"Myles Gaskin","RB","MIA","29","60","46.77","46","0.48","77.95%","0.77","342.74","223","2.33","4","92.30","95.02","-2.70","69.30","71.63","-2.30","242","5.26","171.60","203.12","-31.50","148.60","179.74","-31.10","746.43","5.58","79.30","108.11","232","172","613","3"
"Devin Duvernay","WR","BAL","280","47","33.04","33","5.96","70.30%","0.70","340.87","272","2.19","2","72.20","80.29","-8.10","55.70","63.77","-8.10","141","4.27","77.00","83.26","-6.30","60.50","66.74","-6.20","28.34","0.02","4.80","2.98","53","6","48","0"
"Ricky Seals-Jones","TE","WAS","263","49","33.55","30","5.37","68.46%","0.61","334.05","271","3.26","2","69.10","86.53","-17.40","54.10","69.75","-15.70","157","5.23","69.10","86.53","-17.40","54.10","69.75","-15.70","0.00","0.00","0.00","0.00","49","0","0","0"
"Marquise Goodwin","WR","CHI","450","37","22.58","18","12.16","61.01%","0.49","332.30","300","1.60","1","54.00","65.41","-11.40","45.00","54.13","-9.10","83","4.61","53.90","67.64","-13.70","44.90","56.36","-11.50","6.99","0.25","-0.10","2.23","39","2","-1","0"
"Chester Rogers","WR","TEN","326","41","27.64","28","7.95","67.40%","0.68","329.38","297","1.24","1","63.70","67.99","-4.30","49.70","54.17","-4.50","96","3.43","64.60","68.51","-3.90","50.60","54.69","-4.10","4.85","0.01","0.90","0.52","42","1","9","0"
"Julio Jones","WR","TEN","424","39","24.39","26","10.87","62.53%","0.67","328.00","376","2.22","0","63.60","70.51","-6.90","50.60","58.31","-7.70","99","3.81","63.60","70.51","-6.90","50.60","58.31","-7.70","0.00","0.00","0.00","0.00","39","0","0","0"
"Mo Alie-Cox","TE","IND","410","42","26.36","22","9.76","62.76%","0.52","326.08","289","3.60","4","74.90","80.58","-5.70","63.90","67.40","-3.50","142","6.45","74.90","80.58","-5.70","63.90","67.40","-3.50","0.00","0.00","0.00","0.00","42","0","0","0"
"Saquon Barkley","RB","NYG","5","53","41.90","38","0.09","79.06%","0.72","324.99","244","1.08","2","74.40","80.85","-6.50","55.40","59.90","-4.50","280","7.37","142.70","164.52","-21.80","123.70","143.57","-19.90","690.89","2.43","68.30","83.67","204","151","563","2"
"Jalen Guyton","WR","LAC","449","39","24.45","25","11.51","62.68%","0.64","324.15","396","2.45","3","82.60","71.57","11.00","70.10","59.35","10.80","132","5.28","86.00","74.90","11.10","73.50","62.68","10.80","31.13","0.04","3.40","3.33","46","7","34","0"
"Foster Moreau","TE","LV","317","42","28.30","28","7.55","67.37%","0.67","323.57","323","1.94","3","78.30","72.28","6.00","64.30","58.13","6.20","147","5.25","78.30","72.28","6.00","64.30","58.13","6.20","0.00","0.00","0.00","0.00","42","0","0","0"
"Jonnu Smith","TE","NE","249","45","31.99","28","5.53","71.09%","0.62","322.34","294","2.06","1","63.40","76.60","-13.20","49.40","60.60","-11.20","232","8.29","66.90","81.52","-14.60","52.90","65.52","-12.60","36.10","0.22","3.50","4.92","53","8","35","0"
"Chase Edmonds","RB","ARI","23","53","42.54","43","0.43","80.27%","0.81","319.34","311","1.05","0","74.10","80.77","-6.70","52.60","59.50","-6.90","324","7.53","145.30","151.23","-5.90","123.80","129.96","-6.20","494.88","3.49","71.20","70.46","169","116","592","2"
"Michael Carter","RB","NYJ","36","52","41.54","36","0.69","79.87%","0.69","318.14","307","0.70","0","66.70","77.57","-10.90","48.70","56.81","-8.10","323","8.97","152.70","168.40","-15.70","134.70","147.63","-12.90","580.62","5.46","86.00","90.82","190","138","620","4"
"Mike Davis","RB","ATL","-44","55","44.72","41","-0.80","81.31%","0.75","314.85","261","1.54","1","73.10","85.46","-12.40","52.60","63.10","-10.50","300","7.32","138.40","161.99","-23.60","117.90","139.63","-21.70","575.55","3.16","65.30","76.53","187","132","473","3"
"J.D. McKissic","RB","WAS","31","53","41.42","43","0.58","78.15%","0.81","312.84","397","0.62","2","94.70","76.43","18.30","73.20","55.72","17.50","380","8.84","127.90","105.47","22.40","106.40","84.76","21.60","214.46","1.27","33.20","29.04","101","48","212","2"
"Damien Williams","RB","CHI","70","53","40.45","44","1.32","76.32%","0.83","311.66","422","2.10","2","98.20","84.22","14.00","76.20","64.00","12.20","402","9.14","188.30","188.23","0.10","166.30","168.00","-1.70","556.21","8.06","90.10","104.01","190","137","541","6"
"Chris Conley","WR","HOU","340","37","24.73","22","9.19","66.84%","0.60","311.24","323","1.02","2","66.30","61.95","4.30","55.30","49.59","5.70","126","5.73","66.60","62.37","4.20","55.60","50.01","5.60","3.68","0.01","0.30","0.42","38","1","3","0"
"Jamal Agnew","WR","JAX","291","39","26.61","24","7.46","68.22%","0.62","311.06","229","1.04","1","52.90","63.97","-11.10","40.90","50.67","-9.80","118","4.92","70.00","67.35","2.70","58.00","54.05","4.00","32.89","0.02","17.10","3.38","46","7","111","1"
"Joshua Palmer","WR","LAC","374","40","26.03","29","9.35","65.08%","0.73","308.95","308","2.81","3","77.80","73.78","4.00","63.30","60.76","2.50","89","3.07","78.40","74.24","4.20","63.90","61.22","2.70","4.62","0.00","0.60","0.46","41","1","6","0"
"Javonte Williams","RB","DEN","-4","51","41.25","41","-0.08","80.89%","0.80","305.22","298","0.89","3","88.80","77.12","11.70","68.30","56.50","11.80","317","7.73","198.50","197.97","0.50","178.00","177.34","0.70","827.19","6.35","109.70","120.84","242","191","857","4"
"","WR","ATL","316","35","23.55","25","9.03","67.29%","0.71","301.61","229","1.35","0","47.90","61.84","-13.90","35.40","50.07","-14.70","69","2.76","47.90","61.84","-13.90","35.40","50.07","-14.70","0.00","0.00","0.00","0.00","35","0","0","0"
"Jack Doyle","TE","IND","291","41","27.60","28","7.10","67.32%","0.68","300.02","291","2.68","3","75.10","73.68","1.40","61.10","59.88","1.20","113","4.04","75.10","73.68","1.40","61.10","59.88","1.20","0.00","0.00","0.00","0.00","41","0","0","0"
"Adam Trautman","TE","NO","231","42","29.45","26","5.50","70.11%","0.62","297.89","245","2.11","1","56.50","71.88","-15.40","43.50","57.15","-13.70","107","4.12","56.50","71.88","-15.40","43.50","57.15","-13.70","0.00","0.00","0.00","0.00","42","0","0","0"
"Freddie Swain","WR","SEA","305","39","26.02","24","7.82","66.72%","0.62","296.10","318","1.80","3","73.80","66.42","7.40","61.80","53.41","8.40","200","8.33","77.00","68.86","8.10","65.00","55.85","9.10","22.84","0.03","3.20","2.45","44","5","32","0"
"Tavon Austin","WR","JAX","315","36","23.87","23","8.75","66.30%","0.64","292.91","199","1.20","1","48.90","60.36","-11.50","37.40","48.43","-11.00","59","2.57","51.00","61.86","-10.90","39.50","49.93","-10.40","13.05","0.03","2.10","1.50","39","3","21","0"
"James Robinson","RB","JAX","40","46","36.17","31","0.87","78.62%","0.67","291.62","222","0.36","0","53.20","67.50","-14.30","37.70","49.42","-11.70","230","7.42","177.90","173.47","4.40","162.40","155.39","7.00","708.89","5.85","124.70","105.97","210","164","767","8"
"T.Y. Hilton","WR","IND","407","32","19.79","21","12.72","61.86%","0.66","289.29","292","2.07","3","68.20","61.17","7.00","57.70","51.27","6.40","67","3.19","68.20","61.17","7.00","57.70","51.27","6.40","0.00","0.00","0.00","0.00","32","0","0","0"
"Durham Smythe","TE","MIA","248","39","26.88","32","6.36","68.93%","0.82","287.27","325","1.93","0","64.50","67.22","-2.70","48.50","53.77","-5.30","140","4.38","64.80","68.04","-3.20","48.80","54.60","-5.80","6.10","0.04","0.30","0.83","41","2","3","0"
"Devin Singletary","RB","BUF","11","48","38.45","38","0.23","80.10%","0.79","287.05","204","0.83","0","58.40","72.11","-13.70","39.40","52.89","-13.50","211","5.55","172.60","170.33","2.30","153.60","151.10","2.50","730.56","4.19","114.20","98.22","217","169","782","6"
"David Montgomery","RB","CHI","43","48","37.66","40","0.90","78.46%","0.83","287.05","294","1.31","0","69.40","74.21","-4.80","49.40","55.38","-6.00","265","6.63","189.10","204.06","-15.00","169.10","185.23","-16.10","859.65","7.31","119.70","129.85","253","205","777","7"
"Brandon Bolden","RB","NE","19","47","38.64","39","0.40","82.21%","0.83","286.67","385","0.96","1","83.50","73.05","10.50","64.00","53.73","10.30","391","10.03","101.50","95.70","5.80","82.00","76.38","5.60","169.61","0.95","18.00","22.65","84","37","180","0"
"Albert Wilson","WR","MIA","210","39","28.12","25","5.38","72.10%","0.64","286.35","213","0.74","0","46.30","61.18","-14.90","33.80","47.12","-13.30","143","5.72","48.00","63.17","-15.20","35.50","49.11","-13.60","17.76","0.04","1.70","1.99","43","4","17","0"
"Kyle Juszczyk","RB","SF","272","38","26.41","30","7.16","69.49%","0.79","284.35","296","1.50","1","65.60","63.86","1.70","50.60","50.66","-0.10","151","5.03","73.80","69.46","4.30","58.80","56.26","2.50","27.39","0.48","8.20","5.60","46","8","22","1"
"James O'Shaughnessy","TE","JAX","226","34","24.39","24","6.65","71.74%","0.71","283.78","244","0.32","0","48.40","54.68","-6.30","36.40","42.48","-6.10","114","4.75","48.40","54.68","-6.30","36.40","42.48","-6.10","0.00","0.00","0.00","0.00","34","0","0","0"
"Ryan Griffin","TE","NYJ","223","42","29.42","27","5.31","70.04%","0.64","282.95","261","1.96","2","65.10","69.44","-4.30","51.60","54.74","-3.10","149","5.52","65.10","69.44","-4.30","51.60","54.74","-3.10","0.00","0.00","0.00","0.00","42","0","0","0"
"Albert Okwuegbunam","TE","DEN","226","40","28.58","33","5.65","71.44%","0.83","282.24","330","1.83","2","78.00","67.78","10.20","61.50","53.49","8.00","245","7.42","78.00","67.78","10.20","61.50","53.49","8.00","0.00","0.00","0.00","0.00","40","0","0","0"
"Demarcus Robinson","WR","KC","366","35","22.18","22","10.46","63.36%","0.63","281.93","245","1.93","3","64.50","61.94","2.60","53.50","50.85","2.60","58","2.64","64.50","61.94","2.60","53.50","50.85","2.60","0.00","0.00","0.00","0.00","35","0","0","0"
"Dalvin Cook","RB","MIN","-82","48","40.06","33","-1.71","83.46%","0.69","280.05","221","0.37","0","55.10","70.28","-15.20","38.60","50.25","-11.60","278","8.42","199.10","219.82","-20.70","182.60","199.79","-17.20","1,006.02","8.16","144.00","149.54","283","235","1,080","6"
"Antonio Gibson","RB","WAS","-34","49","39.52","41","-0.69","80.65%","0.84","277.23","289","1.58","3","87.90","76.74","11.20","67.40","56.98","10.40","328","8.00","213.00","222.02","-9.00","192.50","202.26","-9.80","1,003.43","7.49","125.10","145.27","286","237","891","6"
"Randall Cobb","WR","GB","307","39","24.08","28","7.87","61.74%","0.72","276.78","375","4.99","5","95.50","81.71","13.80","81.50","69.67","11.80","138","4.93","95.60","82.32","13.30","81.60","70.28","11.30","5.06","0.02","0.10","0.61","40","1","1","0"
"Kenneth Gainwell","RB","PHI","92","43","33.30","29","2.14","77.44%","0.67","271.67","244","0.67","1","59.40","64.48","-5.10","44.90","47.83","-2.90","212","7.31","104.70","101.15","3.50","90.20","84.50","5.70","247.58","1.99","45.30","36.67","99","56","213","4"
"Jonathan Taylor","RB","IND","-47","47","38.08","37","-1.00","81.01%","0.79","271.58","342","0.39","2","83.20","67.55","15.60","64.70","48.51","16.20","390","10.54","364.60","285.47","79.10","346.10","266.43","79.70","1,302.42","14.61","281.40","217.92","364","317","1,734","18"
"Tony Pollard","RB","DAL","8","46","37.03","39","0.17","80.50%","0.85","271.32","337","0.60","0","72.70","67.75","5.00","53.20","49.23","4.00","341","8.74","156.60","135.97","20.60","137.10","117.45","19.60","582.48","1.66","83.90","68.22","176","130","719","2"
"Joe Mixon","RB","CIN","-8","48","37.93","42","-0.17","79.01%","0.88","266.97","314","1.78","3","91.40","75.30","16.10","70.40","56.34","14.10","318","7.57","295.90","256.25","39.70","274.90","237.28","37.60","1,240.47","9.48","204.50","180.94","340","292","1,205","14"
"Anthony Firkser","TE","TEN","208","39","27.62","30","5.33","70.81%","0.77","264.54","235","1.23","1","59.50","61.45","-2.00","44.50","47.64","-3.10","97","3.23","59.50","61.45","-2.00","44.50","47.64","-3.10","0.00","0.00","0.00","0.00","39","0","0","0"
"Damiere Byrd","WR","CHI","289","32","21.32","21","9.03","66.61%","0.66","261.43","282","1.29","1","55.20","55.21","0.00","44.70","44.56","0.10","106","5.05","55.20","55.21","0.00","44.70","44.56","0.10","0.00","0.00","0.00","0.00","32","0","0","0"
"Devontae Booker","RB","NYG","3","43","35.19","38","0.07","81.83%","0.88","261.10","256","0.70","1","69.60","65.47","4.10","50.60","47.88","2.70","270","7.11","139.50","146.11","-6.60","120.50","128.51","-8.00","598.83","3.46","69.90","80.64","180","137","579","2"
"Christian McCaffrey","RB","CAR","91","41","31.52","37","2.22","76.87%","0.90","260.89","343","0.46","1","77.30","60.37","16.90","58.80","44.61","14.20","258","6.97","127.50","120.75","6.80","109.00","104.99","4.00","423.96","3.00","50.20","60.38","140","99","442","1"
"Kenyan Drake","RB","LV","71","40","30.88","30","1.78","77.19%","0.75","255.33","291","0.50","1","65.10","59.42","5.70","50.10","43.98","6.10","259","8.63","102.50","95.03","7.50","87.50","79.59","7.90","284.98","1.18","37.40","35.61","103","63","254","2"
"DJ Chark Jr.","WR","JAX","359","22","12.60","7","16.32","57.26%","0.32","253.02","154","0.81","2","34.40","42.78","-8.40","30.90","36.49","-5.60","24","3.43","34.40","42.78","-8.40","30.90","36.49","-5.60","0.00","0.00","0.00","0.00","22","0","0","0"
"Ameer Abdullah","RB","CAR","50","42","32.89","29","1.19","78.31%","0.69","252.51","233","0.88","1","58.30","63.40","-5.10","43.80","46.96","-3.20","218","7.52","72.30","88.26","-16.00","57.80","71.82","-14.00","201.08","0.79","14.00","24.86","86","44","140","0"
"Jauan Jennings","WR","SF","276","31","20.30","18","8.90","65.48%","0.58","249.17","188","1.86","3","54.80","56.36","-1.60","45.80","46.21","-0.40","65","3.61","54.80","56.36","-1.60","45.80","46.21","-0.40","0.00","0.00","0.00","0.00","31","0","0","0"
"Mack Hollins","WR","MIA","411","27","14.10","14","15.22","52.22%","0.52","247.89","223","2.92","4","60.30","56.41","3.90","53.30","49.36","3.90","37","2.64","60.30","56.41","3.90","53.30","49.36","3.90","0.00","0.00","0.00","0.00","27","0","0","0"
"Devonta Freeman","RB","BAL","47","40","31.87","32","1.18","79.66%","0.80","247.16","184","1.01","1","56.40","62.64","-6.20","40.40","46.71","-6.30","166","5.19","141.90","141.09","0.80","125.90","125.16","0.70","555.31","3.82","85.50","78.45","168","128","555","5"
"Tommy Tremble","TE","CAR","260","30","19.78","18","8.67","65.92%","0.60","242.04","173","0.98","1","41.30","49.85","-8.50","32.30","39.96","-7.70","65","3.61","48.00","52.32","-4.30","39.00","42.43","-3.40","5.28","0.32","6.70","2.47","32","2","7","1"
"Jordan Akins","TE","HOU","207","33","22.76","24","6.27","68.95%","0.73","239.98","214","1.70","0","45.40","56.97","-11.60","33.40","45.59","-12.20","81","3.38","45.70","57.33","-11.60","33.70","45.95","-12.30","3.62","0.00","0.30","0.36","34","1","3","0"
"Pharaoh Brown","TE","HOU","146","34","25.14","23","4.29","73.94%","0.68","239.86","171","0.19","0","40.10","50.29","-10.20","28.60","37.72","-9.10","106","4.61","40.10","50.29","-10.20","28.60","37.72","-9.10","0.00","0.00","0.00","0.00","34","0","0","0"
"Geoff Swaim","TE","TEN","148","39","28.15","30","3.79","72.18%","0.77","238.71","208","2.72","3","68.80","68.32","0.50","53.80","54.24","-0.40","135","4.50","68.80","68.32","0.50","53.80","54.24","-0.40","0.00","0.00","0.00","0.00","39","0","0","0"
"Terrace Marshall Jr.","WR","CAR","213","30","20.58","17","7.10","68.61%","0.57","238.12","138","0.94","0","30.80","50.01","-19.20","22.30","39.72","-17.40","61","3.59","30.80","50.01","-19.20","22.30","39.72","-17.40","0.00","0.00","0.00","0.00","30","0","0","0"
"Kenny Stills","WR","NO","421","23","12.24","6","18.30","53.22%","0.26","236.61","68","1.83","1","18.80","46.90","-28.10","15.80","40.78","-25.00","10","1.67","18.90","47.36","-28.50","15.90","41.24","-25.30","4.41","0.00","0.10","0.46","24","1","1","0"
"Dyami Brown","WR","WAS","381","25","14.25","12","15.24","57.00%","0.48","235.34","165","1.51","0","28.50","46.82","-18.30","22.50","39.70","-17.20","34","2.83","28.10","47.30","-19.20","22.10","40.18","-18.10","4.61","0.00","-0.40","0.48","26","1","-4","0"
"David Johnson","RB","HOU","72","38","28.86","29","1.89","75.95%","0.76","233.46","217","1.69","1","56.70","62.35","-5.70","42.20","47.92","-5.70","180","6.21","76.70","95.61","-18.90","62.20","81.18","-19.00","286.36","0.77","20.00","33.26","100","62","200","0"
"KhaDarel Hodge","WR","DET","304","27","16.74","13","11.26","62.01%","0.48","231.68","157","1.73","0","28.70","50.29","-21.60","22.20","41.92","-19.70","37","2.85","28.70","50.29","-21.60","22.20","41.92","-19.70","0.00","0.00","0.00","0.00","27","0","0","0"
"Danny Amendola","WR","HOU","203","29","20.23","17","7.00","69.74%","0.59","226.55","135","0.68","1","36.50","46.98","-10.50","28.00","36.87","-8.90","70","4.12","36.50","46.98","-10.50","28.00","36.87","-8.90","0.00","0.00","0.00","0.00","29","0","0","0"
"Kyle Rudolph","TE","NYG","202","33","21.90","22","6.12","66.35%","0.67","226.39","240","2.86","1","52.00","61.72","-9.70","41.00","50.77","-9.80","123","5.59","52.00","61.72","-9.70","41.00","50.77","-9.80","0.00","0.00","0.00","0.00","33","0","0","0"
"Alexander Mattison","RB","MIN","0","38","31.28","31","0.00","82.30%","0.82","219.90","225","0.89","1","59.50","58.60","0.90","44.00","42.96","1.00","238","7.68","124.80","133.85","-9.10","109.30","118.22","-8.90","559.44","3.22","65.30","75.26","167","129","473","3"
"Noah Brown","WR","DAL","227","25","16.85","16","9.08","67.42%","0.64","218.40","184","0.29","0","34.40","40.46","-6.10","26.40","32.03","-5.60","68","4.25","34.40","40.46","-6.10","26.40","32.03","-5.60","0.00","0.00","0.00","0.00","25","0","0","0"
"JuJu Smith-Schuster","WR","PIT","183","28","19.93","15","6.54","71.17%","0.54","218.26","129","0.34","0","27.90","43.80","-15.90","20.40","33.84","-13.40","68","4.53","34.80","46.83","-12.00","27.30","36.87","-9.60","10.48","0.33","6.90","3.03","31","3","9","1"
"Jeremy McNichols","RB","TEN","-6","38","30.05","28","-0.16","79.07%","0.74","216.62","240","0.86","1","58.00","56.84","1.20","44.00","41.82","2.20","259","9.25","73.60","80.92","-7.30","59.60","65.90","-6.30","189.29","0.86","15.60","24.08","79","41","156","0"
